action,oven,chickens,start_time,expected_end_time,timestamp,new_time_left,new_expected_end_time,actual_end_time,chickens_taken,chickens_left,time,cooking_duration,imputed_start_time,is_imputed
post_rush,4,,,,2024-10-04 17:35:39.364000+00:00,,,,2.0,30.0,2024-10-04T17:35:39.171Z,,2024-10-04 17:35:39.364000+00:00,False
start_cooking,4,28.0,2024-10-04T19:07:14.731Z,2024-10-04T20:37:14.731Z,2024-10-04 19:07:14.811000+00:00,,,,,,,87.10695000000001,2024-10-04 19:07:14.811000+00:00,False
finish_cooking,4,28.0,2024-10-18T15:07:14.000Z,2024-10-18T16:37:14.000Z,2024-10-04 21:06:34.763000+00:00,,,2024-10-04T21:06:34.441Z,,,,,2024-10-04 20:14:37.408868+00:00,True
post_rush,4,,,,2024-10-04 21:22:55.974000+00:00,,,,2.0,26.0,2024-10-04T21:22:55.690Z,,2024-10-04 21:22:55.974000+00:00,False
start_cooking,4,32.0,2024-10-05T15:36:39.153Z,2024-10-05T17:06:39.153Z,2024-10-05 15:36:39.233000+00:00,,,,,,,111.00583333333334,2024-10-05 15:36:39.233000+00:00,False
finish_cooking,4,32.0,2024-10-18T11:36:39.000Z,2024-10-18T13:06:39.000Z,2024-10-05 17:27:40.199000+00:00,,,2024-10-05T17:27:37.776Z,,,,,2024-10-05 16:35:42.844868+00:00,True
post_rush,4,,,,2024-10-05 17:43:57.044000+00:00,,,,32.0,0.0,2024-10-05T17:43:56.847Z,,2024-10-05 17:43:57.044000+00:00,False
start_cooking,4,32.0,2024-10-05T17:43:59.142Z,2024-10-05T19:13:59.142Z,2024-10-05 17:43:59.209000+00:00,,,,,,,1.9350999999999998,2024-10-05 17:43:59.209000+00:00,False
finish_cooking,4,32.0,2024-10-18T13:43:59.000Z,2024-10-18T15:13:59.000Z,2024-10-05 19:17:16.600000+00:00,,,2024-10-05T19:17:16.473Z,,,,,2024-10-05 18:25:19.245868+00:00,True
post_rush,4,,,,2024-10-05 19:59:27.122000+00:00,,,,12.0,20.0,2024-10-05T19:59:26.957Z,,2024-10-05 19:59:27.122000+00:00,False
start_cooking,4,28.0,2024-10-05T19:59:39.832Z,2024-10-05T21:29:39.832Z,2024-10-05 19:59:39.886000+00:00,,,,,,,15.0939,2024-10-05 19:59:39.886000+00:00,False
finish_cooking,4,28.0,2024-10-18T15:59:39.000Z,2024-10-18T17:29:39.000Z,2024-10-05 21:26:52.045000+00:00,,,2024-10-05T21:26:51.771Z,,,,,2024-10-05 20:34:54.690868+00:00,True
post_rush,4,,,,2024-10-05 21:27:04.324000+00:00,,,,8.0,20.0,2024-10-05T21:27:04.125Z,,2024-10-05 21:27:04.324000+00:00,False
start_cooking,4,28.0,2024-10-06T17:11:06.643Z,2024-10-06T18:41:06.643Z,2024-10-06 17:11:07.342000+00:00,,,,,,,32.92288333333333,2024-10-06 17:11:07.342000+00:00,False
finish_cooking,4,28.0,2024-10-18T13:11:06.000Z,2024-10-18T14:41:06.000Z,2024-10-06 18:47:05.087000+00:00,,,2024-10-06T18:47:05.032Z,,,,,2024-10-06 17:55:07.732868+00:00,True
post_rush,4,,,,2024-10-06 18:54:52.127000+00:00,,,,28.0,0.0,2024-10-06T18:54:52.064Z,,2024-10-06 18:54:52.127000+00:00,False
start_cooking,4,28.0,2024-10-06T18:54:53.511Z,2024-10-06T20:24:53.511Z,2024-10-06 18:54:53.565000+00:00,,,,,,,51.83461666666667,2024-10-06 18:54:53.565000+00:00,False
finish_cooking,4,28.0,2024-10-18T14:54:53.000Z,2024-10-18T16:24:53.000Z,2024-10-06 20:25:45.887000+00:00,,,2024-10-06T20:25:45.810Z,,,,,2024-10-06 19:33:48.532868+00:00,True
post_rush,4,,,,2024-10-06 21:23:46.207000+00:00,,,,22.0,6.0,2024-10-06T21:23:46.000Z,,2024-10-06 21:23:46.207000+00:00,False
start_cooking,4,28.0,2024-10-07T17:06:00.644Z,2024-10-07T18:36:00.644Z,2024-10-07 17:06:00.699000+00:00,,,,,,,26.23215,2024-10-07 17:06:00.699000+00:00,False
finish_cooking,4,28.0,2024-10-18T13:06:00.000Z,2024-10-18T14:36:00.000Z,2024-10-07 19:04:31.933000+00:00,,,2024-10-07T19:04:31.842Z,,,,,2024-10-07 18:12:34.578868+00:00,True
post_rush,4,,,,2024-10-07 19:15:24.276000+00:00,,,,8.0,20.0,2024-10-07T19:15:24.056Z,,2024-10-07 19:15:24.276000+00:00,False
start_cooking,4,28.0,2024-10-07T19:15:25.020Z,2024-10-07T20:45:25.020Z,2024-10-07 19:15:25.085000+00:00,,,,,,,23.431350000000002,2024-10-07 19:15:25.085000+00:00,False
finish_cooking,4,28.0,2024-10-18T15:15:25.000Z,2024-10-18T16:45:25.000Z,2024-10-07 20:59:26.192000+00:00,,,2024-10-07T20:59:25.920Z,,,,,2024-10-07 20:07:28.837868+00:00,True
post_rush,4,,,,2024-10-07 21:11:46.699000+00:00,,,,8.0,20.0,2024-10-07T21:11:46.614Z,,2024-10-07 21:11:46.699000+00:00,False
start_cooking,4,28.0,2024-10-08T19:15:52.139Z,2024-10-08T20:45:52.139Z,2024-10-08 19:15:52.195000+00:00,,,,,,,108.71953333333333,2024-10-08 19:15:52.195000+00:00,False
finish_cooking,4,28.0,2024-10-18T15:15:52.000Z,2024-10-18T16:45:52.000Z,2024-10-08 21:23:33.046000+00:00,,,2024-10-08T21:23:32.897Z,,,,,2024-10-08 20:31:35.691868+00:00,True
post_rush,4,,,,2024-10-08 21:42:03.540000+00:00,,,,8.0,20.0,2024-10-08T21:42:03.256Z,,2024-10-08 21:42:03.540000+00:00,False
